Wyckoff pos.|3a(3)|3a(3)|3a(3)|3a(3)|3a(3)|3a(3)
Band-Rep.|A₁↑G(1)|¹E↑G(1)|²E↑G(1)|¹Eˢ↑G(1)|²Eˢ↑G(1)|Eˢ↑G(1)
Decomposable|false|false|false|false|false|false
Γ:(0,0,0)|Γ₁(1)|Γ₂(1)|Γ₃(1)|Γˢ₆(1)|Γˢ₅(1)|Γˢ₄(1)
T:(0,0,3/2)|T₁(1)|T₂(1)|T₃(1)|Tˢ₆(1)|Tˢ₅(1)|Tˢ₄(1)
F:(0,1/2,1)|F₁(1)|F₁(1)|F₁(1)|Fˢ₂(1)|Fˢ₂(1)|Fˢ₂(1)
L:(-1/2,1/2,1/2)|L₁(1)|L₁(1)|L₁(1)|Lˢ₂(1)|Lˢ₂(1)|Lˢ₂(1)
Λ:(0,0,w)|Λ₁(1)|Λ₂(1)|Λ₃(1)|Λˢ₆(1)|Λˢ₅(1)|Λˢ₄(1)
C:(u,-u,w)|C₁(1)|C₁(1)|C₁(1)|Cˢ₂(1)|Cˢ₂(1)|Cˢ₂(1)
GP:(u,v,w)|GP₁(1)|GP₁(1)|GP₁(1)|GPˢ₂(1)|GPˢ₂(1)|GPˢ₂(1)
Σ:(u,-2*u,0)|Σ₁(1)|Σ₁(1)|Σ₁(1)|Σˢ₂(1)|Σˢ₂(1)|Σˢ₂(1)
Y:(u,u,3/2)|Y₁(1)|Y₁(1)|Y₁(1)|Yˢ₂(1)|Yˢ₂(1)|Yˢ₂(1)
