Wyckoff pos.|3a(1)|3a(1)
Band-Rep.|A↑G(3)|Aˢ↑G(3)
Decomposable|false|false
A:(0,0,1/2)|A₁(1)⊕A₂(1)⊕A₃(1)|Aˢ₄(1)⊕Aˢ₅(1)⊕Aˢ₆(1)
Γ:(0,0,0)|Γ₁(1)⊕Γ₂(1)⊕Γ₃(1)|Γˢ₄(1)⊕Γˢ₅(1)⊕Γˢ₆(1)
H:(1/3,1/3,1/2)|H₁(1)⊕H₂(1)⊕H₃(1)|Hˢ₄(1)⊕Hˢ₅(1)⊕Hˢ₆(1)
HA:(-1/3,-1/3,-1/2)|HA₁(1)⊕HA₂(1)⊕HA₃(1)|HAˢ₄(1)⊕HAˢ₅(1)⊕HAˢ₆(1)
K:(1/3,1/3,0)|K₁(1)⊕K₂(1)⊕K₃(1)|Kˢ₄(1)⊕Kˢ₅(1)⊕Kˢ₆(1)
KA:(-1/3,-1/3,0)|KA₁(1)⊕KA₂(1)⊕KA₃(1)|KAˢ₄(1)⊕KAˢ₅(1)⊕KAˢ₆(1)
L:(1/2,0,1/2)|3L₁(1)|3Lˢ₂(1)
M:(1/2,0,0)|3M₁(1)|3Mˢ₂(1)
Δ:(0,0,w)|Δ₁(1)⊕Δ₂(1)⊕Δ₃(1)|Δˢ₄(1)⊕Δˢ₅(1)⊕Δˢ₆(1)
P:(1/3,1/3,w)|P₁(1)⊕P₂(1)⊕P₃(1)|Pˢ₄(1)⊕Pˢ₅(1)⊕Pˢ₆(1)
PA:(-1/3,-1/3,-w)|PA₁(1)⊕PA₂(1)⊕PA₃(1)|PAˢ₄(1)⊕PAˢ₅(1)⊕PAˢ₆(1)
B:(u,v,0)|3B₁(1)|3Bˢ₂(1)
C:(u,u,w)|3C₁(1)|3Cˢ₂(1)
D:(u,0,w)|3D₁(1)|3Dˢ₂(1)
E:(u,v,1/2)|3E₁(1)|3Eˢ₂(1)
Ω:(u,v,w)|3Ω₁(1)|3Ωˢ₂(1)
Λ:(u,u,0)|3Λ₁(1)|3Λˢ₂(1)
Q:(u,u,1/2)|3Q₁(1)|3Qˢ₂(1)
R:(u,0,1/2)|3R₁(1)|3Rˢ₂(1)
Σ:(u,0,0)|3Σ₁(1)|3Σˢ₂(1)
U:(1/2,0,w)|3U₁(1)|3Uˢ₂(1)
