Wyckoff pos.|2a(1)|2a(1)
Band-Rep.|A↑G(2)|Aˢ↑G(2)
Decomposable|false|false
A:(1/2,0,1/2)|A₁(1)⊕A₂(1)|Aˢ₃(1)⊕Aˢ₄(1)
B:(0,0,1/2)|B₁(1)⊕B₂(1)|Bˢ₃(1)⊕Bˢ₄(1)
C:(1/2,1/2,0)|C₁(1)⊕C₂(1)|Cˢ₃(1)⊕Cˢ₄(1)
D:(0,1/2,1/2)|D₁(1)⊕D₂(1)|Dˢ₃(1)⊕Dˢ₄(1)
E:(1/2,1/2,1/2)|E₁(1)⊕E₂(1)|Eˢ₃(1)⊕Eˢ₄(1)
Γ:(0,0,0)|Γ₁(1)⊕Γ₂(1)|Γˢ₃(1)⊕Γˢ₄(1)
Y:(1/2,0,0)|Y₁(1)⊕Y₂(1)|Yˢ₃(1)⊕Yˢ₄(1)
Z:(0,1/2,0)|Z₁(1)⊕Z₂(1)|Zˢ₃(1)⊕Zˢ₄(1)
Λ:(0,v,0)|Λ₁(1)⊕Λ₂(1)|Λˢ₃(1)⊕Λˢ₄(1)
U:(1/2,v,1/2)|U₁(1)⊕U₂(1)|Uˢ₃(1)⊕Uˢ₄(1)
V:(0,v,1/2)|V₁(1)⊕V₂(1)|Vˢ₃(1)⊕Vˢ₄(1)
W:(1/2,v,0)|W₁(1)⊕W₂(1)|Wˢ₃(1)⊕Wˢ₄(1)
F:(u,0,w)|2F₁(1)|2Fˢ₂(1)
G:(u,1/2,w)|2G₁(1)|2Gˢ₂(1)
GP:(u,v,w)|2GP₁(1)|2GPˢ₂(1)
