Wyckoff pos.|6a(1)|6a(1)
Band-Rep.|A↑G(6)|Aˢ↑G(6)
Decomposable|false|false
A:(0,0,1/2)|A₁(1)⊕A₂(1)⊕A₃(1)⊕A₄(1)⊕A₅(1)⊕A₆(1)|Aˢ₇(1)⊕Aˢ₈(1)⊕Aˢ₉(1)⊕Aˢ₁₀(1)⊕Aˢ₁₁(1)⊕Aˢ₁₂(1)
Γ:(0,0,0)|Γ₁(1)⊕Γ₂(1)⊕Γ₃(1)⊕Γ₄(1)⊕Γ₅(1)⊕Γ₆(1)|Γˢ₇(1)⊕Γˢ₈(1)⊕Γˢ₉(1)⊕Γˢ₁₀(1)⊕Γˢ₁₁(1)⊕Γˢ₁₂(1)
H:(1/3,1/3,1/2)|2H₁(1)⊕2H₂(1)⊕2H₃(1)|2Hˢ₄(1)⊕2Hˢ₅(1)⊕2Hˢ₆(1)
K:(1/3,1/3,0)|2K₁(1)⊕2K₂(1)⊕2K₃(1)|2Kˢ₄(1)⊕2Kˢ₅(1)⊕2Kˢ₆(1)
L:(1/2,0,1/2)|3L₁(1)⊕3L₂(1)|3Lˢ₃(1)⊕3Lˢ₄(1)
M:(1/2,0,0)|3M₁(1)⊕3M₂(1)|3Mˢ₃(1)⊕3Mˢ₄(1)
Δ:(0,0,w)|Δ₁(1)⊕Δ₂(1)⊕Δ₃(1)⊕Δ₄(1)⊕Δ₅(1)⊕Δ₆(1)|Δˢ₇(1)⊕Δˢ₈(1)⊕Δˢ₉(1)⊕Δˢ₁₀(1)⊕Δˢ₁₁(1)⊕Δˢ₁₂(1)
P:(1/3,1/3,w)|2P₁(1)⊕2P₂(1)⊕2P₃(1)|2Pˢ₄(1)⊕2Pˢ₅(1)⊕2Pˢ₆(1)
U:(1/2,0,w)|3U₁(1)⊕3U₂(1)|3Uˢ₃(1)⊕3Uˢ₄(1)
B:(u,v,0)|6B₁(1)|6Bˢ₂(1)
C:(u,u,w)|6C₁(1)|6Cˢ₂(1)
D:(u,0,w)|6D₁(1)|6Dˢ₂(1)
E:(u,v,1/2)|6E₁(1)|6Eˢ₂(1)
Ω:(u,v,w)|6Ω₁(1)|6Ωˢ₂(1)
Λ:(u,u,0)|6Λ₁(1)|6Λˢ₂(1)
Q:(u,u,1/2)|6Q₁(1)|6Qˢ₂(1)
R:(u,0,1/2)|6R₁(1)|6Rˢ₂(1)
Σ:(u,0,0)|6Σ₁(1)|6Σˢ₂(1)
